file,participant,condition,conflict_text,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
1a,1012,as3party,"Me and him were coming back from a basketball game. It was about an hour drive away. When we were coming back, he wanted me to go a certain way. I was already going that way. He told me that I was going to miss the exit and I didn't know where I was going. I told him that I had driven that road many times and we would be fine. He continued to keep making suggestions as to how to change my driving. I got very mad he didn't believe me and started yelling. 30 seconds later we were getting off the exit we needed to because I knew what we were doing.",114,7.82,60.39,97.16,13.81,12.67,10.53,99.12,63.16,26.32,21.05,11.4,4.39,0,5.26,0,5.26,4.39,9.65,12.28,7.02,7.02,1.75,29.82,2.63,1.75,3.51,0.88,0.88,4.39,1.75,2.63,0,1.75,0.88,13.16,0,0,0,5.26,11.4,2.63,3.51,2.63,0,0.88,1.75,0.88,0,0.88,0,0,0,0,0,0,7.89,5.26,0.88,0,1.75,0,16.67,5.26,4.39,24.56,8.77,8.77,8.77,0,1.75,0,0,0,0,0,0,0,0,0,0,10.53,7.89,0.88,0,0,0,0,0,0,1.75,0,0
1a,1021,as3party,"Person H has an aggressive personality and Person A does not. Person A doesn't like some of Person H's values. Person H doesn't communicate and thinks it does not affect others. Person A is expected to maintain relationship while Person H does not. Person H does not tell the truth and Person A has picked up on that. Person H expects Person A to put more effort into praising Person H. Person H does not understand that Person A has outside obligations to their relationship. Person H is surprised to hear that Person A doesn't want to be in a relationship. Even though Person A doesn't want the friendship, they still feel responsible to why the relationship failed.",118,71.11,82.44,6.41,73.27,13.11,15.25,88.98,50.85,5.93,1.69,0,0,0,0,1.69,4.24,11.02,10.17,12.71,3.39,4.24,7.63,21.19,2.54,0.85,0.85,0,1.69,5.93,4.24,1.69,0,0.85,0.85,22.88,0,0,0,0,16.1,2.54,2.54,3.39,0.85,0.85,5.93,1.69,0,0.85,0.85,0,0,0,0,0,7.63,4.24,2.54,1.69,0,0.85,0.85,18.64,1.69,6.78,0.85,4.24,1.69,2.54,0,0,0,0,0,0,0,0,0,0,0,13.56,7.63,0.85,0,0,0,0,0,0,5.08,0,0
1a,1023,as3party,"A group of friends that haven't seen each other in a long time where thinking of planning a trip. They were going to surprise one of their other friends in Santa Barbra for their birthday. After spending 

a couple day's planning for the trip, they all came to an agreement. However at the last minute the kid who originally agreed to put the air b n b in his name, decided he didn't want to do it anymore. He still wanted to come on the trip however. Everyone who was involved in planning the trip was incredible disappointed because he was the only person in the group who was 18 at the time.(pre-covid)  The trip ended up getting cancelled and everyone in the group was very upset, however they all decided to get together at the old elementary school. It was the place they had all originally met. The kid that ended up backing out of the air b n b/surprise was upset because everyone was a little upset with him. However after having some pizza we ended up talking it out and there were no hurt feelings. The group of boys ended up facetiming their friend in Santa Barbra, which made him very happy.",208,85.37,89.42,79.58,25.77,20.8,17.31,94.23,55.77,13.94,6.73,0,0.48,0,2.88,3.37,7.21,10.58,15.87,7.21,5.77,3.85,1.44,16.83,3.37,0.96,2.4,0.96,4.81,4.81,2.4,2.4,1.44,0,0.96,17.31,0,1.44,0,3.37,11.54,1.92,1.44,0.96,0.48,2.88,3.85,1.44,0.48,0,0.96,0.48,0,0,0,0.48,10.1,4.81,1.44,2.88,0.96,0,11.06,2.4,1.92,24.04,4.33,11.54,8.17,0.96,0,0,0.48,0,0,1.92,0,1.92,0,0,0,10.58,5.29,1.92,0,0,0,0,0.48,0,1.44,0.96,0.48
1a,1027,as3party,"Kylee (Me) likes to have the overhead lights off with just lamps on toward the end of the day as it gets dark outside. She says it help her calm down and begin to think about going to sleep. Her roommate wants the overhead lights on at all times or she says she can't see and the computer hurts her eyes. Kylee did not say anything for a while and became more and more frustrated with having the lights on until bed. She became stressed out from the lights and didn't want to be in her room at night. Kylee's boyfriend told her to just talk to her roommate to agree to a compromise or see if she would get a lamp. Kylee had a hard time doing this as she didn't want to cause and trouble or contempt with her roommate. Eventually she got overwhelmed and told her roommate what was going on. Her roommate kind of understood and they now compromise depending on the situation if the lights are on or off. For some reason, her roommate refuses to get a lamp that would help her see at her desk at night without just the bright light form the computer. However it is not usually much of an issue because the roommate is not often in the room in the evenings.",222,82.88,75.05,25.87,13.56,20.18,14.41,94.59,59.46,12.61,9.46,0.45,0,0,8.56,0.45,3.15,9.01,18.92,6.31,4.05,9.01,3.15,17.12,2.7,1.8,0.45,0,2.25,4.5,1.8,2.7,0.9,0.9,0.9,16.67,0,3.6,8.56,0.45,14.86,2.25,1.8,3.15,5.41,0.45,6.31,7.66,5.41,1.35,0.9,0.9,0.9,0,0,0,8.56,5.41,0,1.8,1.8,0.45,4.95,10.36,1.8,19.82,0.9,12.61,6.31,1.35,0,4.5,0,0,0,0.45,0,0,0.45,0,0,8.11,4.95,0.45,0,0,0,0,0,0,1.8,0.9,0
1a,1030,as3party,"One girl was trying intentionally to get a yellow card in a soccer game that was important for advancing toward the state championship. This girl was very small, and let her emotions get to her instead of thinking about what was best for the team. The other girl told her that aggression is good, but senselessly pulling shirts and getting fowls called on their half of the field was giving the other team undeserved chances at free kicks and attempts at goal. At halftime, the second girl told the first girl to stop pulling shirts because it is hurting the team and they needed to win. The first girl got upset and started crying. After the game, the second girl apologized for what she said and told the first girl to do what she wants during the game, because she knew the first girl would take criticism personally and it was not worth the conflict. These girls are best friends.",160,85.6,94.78,3.37,61.33,22.86,15.62,92.5,50,11.88,5,0,0,0,3.75,1.25,6.88,10.62,11.88,7.5,1.88,6.25,0.62,20,3.75,1.88,1.88,5,0,8.75,5,3.12,0.62,1.25,1.25,20,0,0.62,10,0,8.75,1.25,1.88,1.88,0.62,0,3.12,1.88,0.62,0.62,0.62,1.25,1.25,0,0,0,17.5,4.38,8.75,4.38,6.88,0.62,9.38,5,0.62,11.25,1.88,4.38,5,3.12,4.38,0,1.25,0,0,0,0,0,0,0,0,7.5,4.38,3.12,0,0,0,0,0,0,0,0,0
1a,1038,as3party,"They were walking to the next field to warm up for our softball game. They were conversing and talking like they usually do. Then all of the sudden Emily was yelling at Amanda. This was a very strange behavior for Emily she never raises her voice. She was yelling about how amanda needed to get over herself, stop complaining and do something about it. She also said that she would rather be hanging out with her but not if she was going to act this way. Amanda didnt know what to say back and emily didnt give her enough time to answer. Emily stormed away. Amanda didnt know what to do and just kind of stood there for a minute. They didnt talk again for the rest of the day.",129,31.8,75.74,12.01,3.52,12.9,11.63,88.37,63.57,16.28,10.85,0,0.78,0,6.98,3.1,5.43,4.65,17.05,11.63,9.3,6.98,4.65,21.71,3.1,0.78,2.33,0,0.78,3.88,0.78,3.1,0,1.55,0,17.05,0,0,6.98,0,14.73,2.33,0.78,3.1,3.1,1.55,6.2,4.65,0,3.88,0.78,0,0,0,0,0,5.43,2.33,0,1.55,0.78,0.78,10.08,7.75,1.55,15.5,2.33,5.43,8.53,0,1.55,0,0,0,0,0,0,0,0,0,0,8.53,7.75,0.78,0,0,0,0,0,0,0,0,0
1a,1041,as3party,"Two friends are having a tense relationship because of the covid lockdown. They meet up for one's birthday. When they finally meet up, it's very awkward and quiet. The one who invited the other is on her phone the whole time. The other one decides to leave. They get into an argument about their friendship and what's gone wrong over the last couple months. They're screaming at each other and making accusations. They both cry and eventually make up. Their relationship has never been the same since. Both girls miss each other.",92,64.72,92.11,80.16,1,9.2,16.3,93.48,55.43,15.22,7.61,0,0,0,1.09,6.52,7.61,9.78,13.04,8.7,6.52,6.52,1.09,19.57,3.26,1.09,3.26,3.26,6.52,7.61,0,7.61,2.17,1.09,2.17,19.57,0,1.09,2.17,0,10.87,1.09,4.35,0,0,1.09,4.35,3.26,0,3.26,0,0,0,0,0,0,11.96,5.43,0,4.35,1.09,1.09,2.17,14.13,1.09,21.74,2.17,9.78,9.78,0,0,0,0,0,0,0,0,0,0,0,0,16.3,10.87,1.09,0,0,0,0,0,0,4.35,0,0
1a,1045,as3party,"One roommate is messy and constantly invades the personal space of the other. These two roommates live in close quarters. The messy roommate is oblivious to the impact this is having on the organized roommate. In order to show how this is impacting her, the organized roommate asks the messy roommate if she could clean up when she has the time. The messy roommate shrugs it off as unimportant because the organized roommate did not reveal the emotional impact this was having on her. The messy roommate never cleans, the organized roommate becomes desensitized to the mess, and caves in to the social pressure inflicted upon her by the messy roommate, who is struggling with her mental health.",118,86.46,91.23,45.61,1,19.67,24.58,94.07,55.93,11.02,5.08,0,0,0,5.08,0,5.93,13.56,13.56,10.17,3.39,5.93,1.69,14.41,13.56,0.85,2.54,2.54,0,10.17,0,9.32,1.69,0,0.85,17.8,0,9.32,5.08,0,7.63,1.69,1.69,1.69,0.85,0.85,2.54,1.69,1.69,0,0,1.69,0,1.69,0,0,14.41,10.17,0,4.24,0,0,5.08,9.32,0,22.88,0.85,17.8,3.39,3.39,0,9.32,0,0,0,0,0,0,0,0,0,8.47,5.08,3.39,0,0,0,0,0,0,0,0,0
1a,1051,as3party,"Two people are in a group of people at a football game. One of the people is annoying the friend of another is being told a few times. After being asked to leave again, he is then confronted by one of the other people who then begins to get anrgy. after a few minutes of arguing, the first person takes the hat off the second. The second person grabs him and suplexes him into the ground. The ultercation ends pretty fast",81,99,96.78,33.94,2.98,13.5,9.88,95.06,53.09,7.41,3.7,0,0,0,3.7,0,3.7,16.05,17.28,7.41,1.23,3.7,0,16.05,6.17,2.47,1.23,7.41,4.94,4.94,1.23,3.7,0,3.7,0,19.75,0,1.23,0,3.7,2.47,0,0,0,1.23,0,1.23,1.23,0,0,1.23,0,0,0,0,0,7.41,3.7,1.23,0,2.47,0,2.47,9.88,2.47,20.99,2.47,6.17,13.58,0,2.47,0,0,0,0,0,0,0,0,0,0,8.64,6.17,2.47,0,0,0,0,0,0,0,0,0
1a,1054,as3party,"One roommate was a bit controlling and selfish and also rarely communicated with the other roommates unless it was convenient to her. When there was a possibility the roommates may have covid over winter break, the roommate that went home recently wanted to come back to the apartment to quarantine away from family. However, the selfish roommate hadn't gone home to family yet and didn't want any of the other roommates to come back just in case she didn't have it and assumed the other roommates did. The selfish roommate disregarded that all the roommates pay rent and asked the other roommates to make her own family a priority over their families. No one ended up having  covid. Later the selfish roommate wasn't sure why the other roommates were a little frustrated with her. The conflict is still unresolved.",139,68.71,71.75,85.46,1.87,19.86,22.3,93.53,56.83,10.07,3.6,0,0,0,2.88,0.72,6.47,12.23,12.23,10.07,7.91,6.47,3.6,16.55,1.44,1.44,1.44,1.44,2.16,4.32,0.72,3.6,0,0.72,0,16.55,2.88,8.63,2.88,0,15.83,0.72,2.16,1.44,3.6,1.44,7.19,0,0,0,0,0,0,0,0,0,15.11,12.23,0,2.88,0,0,10.07,5.04,0.72,23.74,2.88,14.39,7.19,0.72,2.88,14.39,1.44,0,0,0,0,0,0,0,0,9.35,5.04,1.44,0,0,0,0,0,0,2.88,0,0
1a,1060,as3party,"Maya and Wren disagree about where to go for lunch. Wren wants to go to Village Bakery and spend money, whereas Maya wants to go to Wren's house to eat there and save money. Wren is driving the car, and it is her house. Maya has been having a difficult time, financially, but she does not express this to Wren. Wren is a bit stubborn and Maya does not have the energy to fight or ague, or enter into any sort of conflict, so she complies with what Wren wants to do. However, Maya does not eat lunch on this particular day because of the results of her decision. Maya goes to school hangry and upset that she did not get to eat.",123,61.92,31.29,5.47,3.09,17.57,12.2,86.18,52.85,8.13,4.07,0,0,0,4.07,0,4.07,4.07,15.45,9.76,4.07,10.57,3.25,21.95,2.44,0.81,1.63,0,1.63,5.69,1.63,4.07,0.81,1.63,0,5.69,0,0,4.07,0,14.63,0.81,2.44,2.44,3.25,0,7.32,0,0,0,0,5.69,0,0,0,5.69,2.44,0,0,0.81,0.81,0.81,1.63,19.51,2.44,9.76,5.69,2.44,1.63,1.63,0.81,2.44,3.25,0,0,0,0,0,0,0,0,12.2,5.69,5.69,0,0,0,0,0,0,0.81,0,0
1a,1068,as3party,"Taylor had already left for an event that she had begged Maddie to go to. Maddie was still getting ready, so she was about 20 minutes behind Taylor. Maddie texted Taylor that was she still getting ready and would leave soon. Taylor said that was ok and that she would be there when Maddie arrived. As soon as Maddie arrived, Taylor texted her that she had left. Taylor explained that her friend accidentally hurt himself and had to go to the hospital. Maddie wondered why Taylor even went with him when she wouldn't be able to go into the hospital anyways. Taylor didn't have a good reason. So, Maddie walked home and vented to her roommate before Taylor came back. Maddie was mad that Taylor didn't keep up her end of the promise and betrayed her. Taylor apologized but Maddie was still mad because she didn't really want to go in the first place and got ready for no reason.",160,20.82,75.42,13.47,61.33,14.55,11.88,85,56.25,13.12,8.75,0,0,0,8.75,0,4.38,3.75,11.88,11.88,10.62,8.75,3.12,25.62,1.88,1.88,1.88,1.25,0,5.62,3.75,1.88,0,1.25,0.62,13.12,0,1.25,7.5,1.25,10,2.5,2.5,2.5,0.62,0.62,3.12,1.25,0,0.62,0.62,1.25,0,1.25,0,0,8.12,2.5,1.25,1.88,2.5,0,17.5,6.25,1.25,20,6.25,5.62,8.75,0,0,1.25,0,0,0,1.25,0,0,0.62,0,0.62,11.25,6.88,1.88,0,0,0,0,0,0,2.5,0,0
1a,1071,as3party,"She was a good person and we believed he was too. Unfortunately, we were wrong about the individual. The idea that people make mistakes is existent, but this incident should never have happen especially after all that she went through losing her mother. He was careless and the woman he had an affair with has a tendency of doing it often. I don't blame the other girl as it was all his fault and he was in control of what could happen. She deserves better, and she should never had have to find out the way she did. She is a good person and this was a blessing in disguise.",110,15.78,95.78,1,2.23,15.71,12.73,96.36,68.18,20.91,13.64,0.91,1.82,0,10.91,0,7.27,9.09,10,18.18,5.45,6.36,2.73,24.55,3.64,2.73,0.91,0,1.82,10,3.64,6.36,0,0.91,0.91,20.91,0.91,0,9.09,4.55,15.45,2.73,1.82,3.64,0.91,4.55,1.82,0,0,0,0,0,0,0,0,0,8.18,1.82,1.82,0.91,2.73,2.73,10.91,9.09,0,9.09,0.91,3.64,4.55,0,0,0,0,0.91,0,0,0,0,0,0,0,10,6.36,2.73,0,0,0,0,0,0,0.91,0,0
1a,1077,as3party,"A homeless man walked into a store, and put a beer into his pocket. An employee stopped him at the door and told him to give it back. The man said he brought the beer into the store, so the employee reached into the man's pocket to take it. The man was angry and tried running away, but the employee wouldn't let go of the man's clothes. The employee got the beer back, and started searching through his pockets more. A bag of peanuts was also taken away from him. The employee held onto his jacket while he tried pulling away. The man escaped the employee's grasp, but complained that the man made it out of the store with more stuff in his pockets that couldn't be gotten to in time.",131,96.31,88.89,11.33,7.88,16.38,17.56,93.89,56.49,11.45,6.87,0,0,0,6.87,0,4.58,16.03,16.03,4.58,3.05,6.87,1.53,19.08,2.29,1.53,0,0,1.53,1.53,0,1.53,0,0.76,0,15.27,0,0,0,12.21,4.58,0.76,0.76,1.53,0,0,1.53,2.29,0.76,0.76,0.76,3.05,0.76,0,0,2.29,11.45,0,1.53,5.34,3.05,1.53,11.45,3.05,0,19.85,5.34,11.45,4.58,4.58,3.05,0.76,2.29,0,0,0,0,0,0,0,0,13.74,6.11,3.82,0,0,0,0,0,0,3.82,0,0
1a,1079,as3party,"One of our friends stopped hanging around. She was very close with one girl in the friend group. The girl was super upset that the other friend ditched the group for new people. When the group was trying to sign a lease for an apartment that rents out rooms instead of units, the friend did not respond. She would ignore the group chat messages. The friend and the girl had a huge argument in the group chat, where both said pretty nasty things to each other. They stopped being friends and they both think they were right in the situation.",100,90.67,98.9,30.86,4.95,14.29,12,96,52,11,6,0,1,0,2,3,5,14,12,8,5,3,1,14,3,0,2,2,8,6,2,4,1,2,0,27,0,6,5,0,8,1,0,1,2,0,4,1,0,1,0,0,0,0,0,0,20,15,2,1,0,2,9,2,0,16,0,12,4,0,3,4,2,0,0,0,0,0,0,0,0,9,7,2,0,0,0,0,0,0,0,0,0
1a,1081,as3party,"I was walking home with my friends on Halloween night. We passed a group of students who where wearing Teletubby costumes. I was looking at them and one of the kids said, ""what are you looking at."" Knowing this was a misunderstanding I that i was looking because the costume was siick. Then I continued on with my night.",59,50.46,69.45,98.35,25.77,11.8,25.42,91.53,61.02,23.73,16.95,11.86,1.69,1.69,0,1.69,6.78,6.78,13.56,10.17,1.69,5.08,0,23.73,0,0,5.08,1.69,1.69,0,0,0,0,0,0,13.56,0,1.69,0,0,5.08,3.39,1.69,0,0,0,0,6.78,5.08,1.69,0,1.69,1.69,0,0,0,6.78,5.08,0,1.69,0,0,11.86,1.69,1.69,18.64,3.39,8.47,6.78,1.69,0,1.69,0,0,0,0,0,0,0,0,0,13.56,8.47,1.69,0,0,0,0,0,3.39,0,0,0
1a,1086,as3party,"I saw two people arguing over what seemed the be a case of disruption. One of the two people accused the other of purposefully ""derailing the conversation"" and ""messing up my flow."" The other person said he never realized that ""talking about Vaush"" was against the rules for this particular meeting. I have no clue who this ""Vaush"" figure is, but it appears he is quite a controversial figure within this group. The first person explains that ""if you are gonna derail this again, consider yourself out of the group"" to which the other person seems just confused. The conversation ended with the first person stomping off, and the other person appearing quite bewildered.",114,81.6,83.27,67.26,6.35,19,19.3,90.35,55.26,18.42,6.14,2.63,0,1.75,1.75,0,12.28,12.28,12.28,5.26,3.51,3.51,1.75,14.91,0.88,0.88,2.63,4.39,1.75,1.75,0,1.75,0.88,0.88,0,18.42,0,0,0,1.75,19.3,7.02,0.88,0.88,7.02,0.88,6.14,3.51,2.63,0.88,0,0,0,0,0,0,8.77,3.51,2.63,2.63,0,0,5.26,8.77,0.88,10.53,1.75,4.39,4.39,0.88,0,0,0,0,0,0.88,0,0.88,0,0,0,16.67,5.26,2.63,0,0,0,0,0,8.77,0,0,0
1a,1091,as3party,"Bill was mad at Jeff because Jeff ate his sandwich. Jeff is saying that he was sorry and did not know what the sandwich was saved for Bill because there was no sticky note on it. Usually in the house, food is for everyone unless there was a sticky note on it. Bill does not believe Jeff and thinks that there was a sticky note on it even though there was not. There were no other observers besides Jeff who ate the sandwich. Bill stays mad because he does not trust Jeff.",92,15.38,25.7,12.61,4.13,15.33,11.96,84.78,63.04,13.04,3.26,0,0,0,3.26,0,9.78,5.43,9.78,14.13,8.7,7.61,6.52,21.74,1.09,0,2.17,0,0,4.35,1.09,3.26,0,2.17,1.09,7.61,0,0,0,3.26,17.39,3.26,3.26,1.09,1.09,1.09,7.61,1.09,0,1.09,0,6.52,0,0,0,6.52,1.09,0,0,0,0,1.09,11.96,9.78,0,7.61,1.09,6.52,1.09,0,0,1.09,4.35,0,0,0,0,0,0,0,0,7.61,6.52,1.09,0,0,0,0,0,0,0,0,0
1a,1100,as3party,"A friend group went on a trip to the mountains for a night and invited this person to come along. However, there was some issues with miscommunication so they ended up thinking the trip was cancelled when it really wasn't. During the trip, some people from the friend group posted on social media pictures from the mountain and this person was very upset so they commented negative comments on the pictures and started texting the group chat attacking everyone for going without them. The group explained the situation, that they thought this person said they couldn't come and continued to offer planning another trip soon that everyone could go on. However, this person continued to be extremely hurt by the situation. So, for the next few hours, they were sending long paragraphs in the group chat about how they all had been friends for so long, and that they couldn't believe they would go on a trip without them. This continued for the rest of the trip and into the following week. Finally, the group all talked to them in person explaining again that they didn't intend to leave them out of the trip. However, by the time this person had calmed down and forgiven the group for the miscommunication, their significant other continued to tell them that they shouldn't be friends with the group anymore. Although the situation was mistake, this person continues to struggle maintaining friendship with the group while staying in a relationship with their significant other.",250,75.59,92.49,71.46,7.37,25,22.8,92.8,59.2,14.4,6.8,0,0,0,0,6.8,7.6,11.2,16.4,6.8,6.8,7.2,3.2,15.6,1.2,0,0.8,0,6,2.4,0.4,2,0.8,0.4,0.4,22,0,1.6,0,0,12.8,2.4,0.8,2.4,0.8,2,4.4,1.6,0.8,0.4,0.4,0,0,0,0,0,9.2,7.2,0.4,1.6,0,0,6.8,4,1.2,20,6.8,6,7.6,0,0.8,0,0,0,0,0,0,0,0,0,0,10.4,4,4.4,0,0,0,0,0,0,2,0,0
1a,1104,as3party,"Daughter and father are having a conversation. Daughter continues to make blunt and opinionated comments regarding society, parenting, politics as well as other issues in the world. Father disagrees with daughters comments. Expresses himself by putting daughter down by blaming her age and lack of experience in the 'real world.' Daughter disagrees with father and blames his opinions on his lack of education and lack of open-mindedness. Daughter explains that education has given her the tool to see things differently. Father explains that educators influence opinions and the real way to learn about life is through experiences. Daughter continues to state her opinions. Father puts her down and tells her to stop talking, that everything she says is wrong/stupid. Daughter becomes upset and emotional and explains that nothing she ever says is right in her father's eyes. Father ignores her obvious emotions and pretends nothing happened.",147,76.89,99,1,1,13.36,34.69,92.52,46.26,12.93,8.16,0,0,0,8.16,0,4.76,3.4,15.65,4.76,2.04,8.16,1.36,17.01,4.76,1.36,0,0,0,8.16,1.36,6.12,0.68,2.04,0,29.25,10.88,0,11.56,6.8,12.24,4.08,1.36,2.04,0,3.4,1.36,4.08,1.36,1.36,0,2.04,0.68,0.68,0,0.68,9.52,1.36,0,4.76,0,3.4,1.36,14.97,0,11.56,1.36,6.8,3.4,2.72,0.68,0,0,0,0,0.68,0,0,0,0.68,0,12.93,7.48,2.04,0,0,0,0,0.68,0,2.04,0,0.68
1a,1109,as3party,"Two cars got into a small fender bender. they both pulled over and got out of the car to talk. One was a teenage girl, the other was a man in his thirties. The teen girl was in the car that was hit. Her car was not moving at the time of the collision, as she was waiting for a pedestrian to cross the road, but the car behind her just drove into her car. The two exchange information. Then, the man tells the teen girl that she needs to pull over into the parking lot nearby to ""calm down"" before she resumes driving. The teen girl informs the man that he was the one who hit her so maybe he should go calm down in the parking lot instead before he crashes into another car. Man is not pleased, he tells her that he has been driving for much longer and knows what he's doing. Teen girl says ""obviously not"". Teen girl gets in the car and drives away.",170,90.95,95.57,35.82,59.17,15.45,10.59,94.12,56.47,14.12,9.41,0,0,0,8.82,0.59,4.71,12.35,15.88,7.65,2.35,4.12,1.76,17.65,4.12,2.35,1.18,2.94,2.94,1.76,1.76,0,0,0,0,22.35,0,0,8.24,6.47,8.82,1.76,0,1.18,1.76,0.59,3.53,0.59,0,0.59,0,0,0,0,0,0,8.24,0,0,6.47,1.76,0,6.47,7.65,0.59,23.53,8.82,11.76,2.94,0.59,0,0,0.59,0,0,0,0,0,0,0,0,12.35,6.47,2.94,0,0,0,0,0,2.35,0.59,0,0
1a,1111,as3party,"A serious conflict took place in Las Vegas Nevada on August 1st 2020. Flying over to visit a friend, blank was welcomed with open arms by his friend. Sharing many memories together, Blank and Blank had been friends since the 8th grade once Blank had moved from Oregon. They always stayed close even after Blank moved away, but everything changed on this day. While Blank was visiting, Blank decided to go out with Blanks friends he had never met to pass the time of his friend being at work. All going out to the bar, Blanks friends had put massive amounts of roofies into blanks drink. Feeling confused on why he felt so intoxicated with limited amount of drinks, Blank got a ride back to Blanks house who had given him the key to his apartment before he went to work. Once getting back, Blank saw the limp passed out body in his bed, and decided to rape him while knowing he was under the influence of something and having a significant other.",173,93.9,89.81,77,17.38,21.62,15.61,86.13,47.4,9.25,6.36,0,0,0,5.78,0.58,2.89,5.78,19.08,6.36,3.47,4.05,0.58,20.81,2.31,1.16,1.16,1.73,2.31,2.89,1.16,1.73,0.58,0.58,0,14.45,0,3.47,0,5.78,10.4,3.47,2.31,0,1.16,2.31,1.16,2.31,0.58,0,1.73,4.62,1.73,0.58,0.58,1.73,11.56,5.78,1.73,2.31,1.73,0,13.29,2.89,0.58,26.59,8.09,12.14,8.09,1.73,1.73,1.73,0,0,0,0,0,0,0,0,0,9.25,4.62,4.62,0,0,0,0,0,0,0,0,0
1a,1114,as3party,"I began middle school from a distance, separated from my close friends. Starting fresh was inevitable. I thought I would make friends as easily as I did before. However, this did not really work as planned. The second week of school came and by this tIme, I was fed up with being alone at recess. I decided to introduce myself to the other black kids on my school’s basketball team at lunch. I noticed they all seemed close and seeing how we all had something in common, I thought I would immediately be accepted. Sadly, my optimism was in for a rude awakening. Hanging out with this crowd gave me a false sense of comfort, while hiding the new wounds of insecurities that would come down the road. Each day did not come with laughter but with venomous ridicules about my ethnicity. Skin color at this point did not matter. I was “African” and “American”, but I was not raised in African-American culture. Because of this, I was deemed an outcast of this group whether black or not. I knew deep down this was not right, but my childish perspective was only fixated on fitting in with the social norm. Nevertheless, I continued to endure this, despite what I felt on the inside.



Enduring all this negativity could only go so far. One day I hit my limit when my peers thought a harmless prank would go well. They dumped chocolate milk on my newly bought white shoes. I was annoyed, infuriated, and depressed; however, defeat was not in this mix. Instead of running away, I faced this situation head-on. Instead of obnoxious yelling, my tone was calm and sharp. I went to them and asked a simple question... “why?” Why did they need to act like we were different as if we were not all human beings at the end of the day? From their facial expressions, I can see they were perplexed by this question. Honestly, I was too. As one of them stuttered up the words in a meek voice “sorry bro,” I knew I had been heard.",353,51.91,14.08,98.58,8.73,13.07,18.13,91.22,57.22,17,12.46,9.63,0.85,0,0,1.98,4.53,4.53,15.86,8.78,4.82,7.08,2.55,17,5.38,2.55,1.7,0.85,1.7,6.23,2.27,3.68,0.28,1.42,1.13,7.37,0.28,0.57,0,0.28,15.58,3.97,1.42,1.98,1.7,1.42,6.8,4.25,1.7,1.42,0.85,2.83,1.13,0.28,0,1.42,6.23,2.55,1.42,2.27,0.28,0.28,10.76,2.83,0,15.86,2.27,9.07,4.25,1.13,1.42,0,0.28,0,0,0.57,0,0,0,0.28,0,17,7.65,5.38,0,0.28,0.57,0,0.57,2.27,0.28,0,0
1a,1124,as3party,"He was sitting at the cafeteria table. He was quietly eating his lunch when the school bully approached him from behind. Without him noticing, the bully gave the boy a big shove, trying to push him off the bench. Startled, the boy aggressively shoved him back, throwing off the bully. The whole cafeteria caught on to the commotion, and suddenly everyone was watching the two. The bully realized the only way to settle this was in an all-out dance battle. The kids at the table formed a circle, and they went back and forth, showing off their moves and battling it out, dance style. Everyone was cheering them on, but the two boys in the circle were fully focused. Each of them tried so hard to prove themselves as the superior dancer, but it eventually came out as a tie. Everyone cheered as they shook hands and ended their duel.",151,90.68,90.72,59.99,2.46,15.1,16.56,90.73,56.29,13.25,9.27,0,0,0,4.64,4.64,3.97,13.91,15.23,3.97,5.3,7.95,0.66,15.23,3.31,1.99,0.66,1.32,1.99,3.97,0.66,3.31,1.32,1.99,0,15.89,0,0,0,6.62,7.28,1.99,0,0,0.66,3.31,1.99,4.64,2.65,0.66,1.32,3.31,0.66,0,0,2.65,8.61,1.32,1.32,5.3,0.66,0,10.6,1.32,0.66,23.18,7.28,13.25,3.97,0.66,3.31,0,0,0,0,0,0,0,0,0,0,13.91,6.62,6.62,0,0,0,0,0.66,0,0,0,0
